id,type,filename,path,title
A-0011,A,A-0011_compliance_agents_redirect_existing_forces.md,03_knowledge_base/assumptions/A-0011_compliance_agents_redirect_existing_forces.md,A-0011 — Compliance-Agenten erzeugen keine neue Energie — sie lenken vorhandene Reaktionsmuster
A-0012,A,A-0012_restriction_of_availability_increases_desire.md,03_knowledge_base/assumptions/A-0012_restriction_of_availability_increases_desire.md,A-0012 — Einschränkung von Verfügbarkeit oder Freiheit erhöht das Begehren
A-0013,A,A-0013_emotionen_sind_das_primaere_verhandlungsmedium.md,03_knowledge_base/assumptions/A-0013_emotionen_sind_das_primaere_verhandlungsmedium.md,A-0013 — Emotionen sind das primäre Medium der Verhandlung
A-0014,A,A-0014_verlustangst_ueberwiegt_gewinnerwartung.md,03_knowledge_base/assumptions/A-0014_verlustangst_ueberwiegt_gewinnerwartung.md,A-0014 — Verlustangst überwiegt äquivalente Gewinnerwartung (Loss Aversion)
A-0015,A,A-0015_sicherheit_und_kontrolle_als_primaere_beduerfnisse.md,03_knowledge_base/assumptions/A-0015_sicherheit_und_kontrolle_als_primaere_beduerfnisse.md,A-0015 — Sicherheit und Kontrolle sind primäre menschliche Verhandlungsbedürfnisse
A-0016,A,A-0016_unbekannte_information_existiert_in_jeder_verhandlung.md,03_knowledge_base/assumptions/A-0016_unbekannte_information_existiert_in_jeder_verhandlung.md,A-0016 — In jeder Verhandlung existieren spielverändernde unbekannte Informationen
A-0017,A,A-0017_verbale_zustimmung_und_commitment_divergieren.md,03_knowledge_base/assumptions/A-0017_verbale_zustimmung_und_commitment_divergieren.md,A-0017 — Verbale Zustimmung und faktisches Commitment divergieren systematisch
A-0018,A,A-0018_relationship_building_verliert_in_komplexem_vertrieb.md,03_knowledge_base/assumptions/A-0018_relationship_building_verliert_in_komplexem_vertrieb.md,A-0018 — Relationship Building ist im komplexen B2B-Vertrieb eine verlierende Strategie
A-0019,A,A-0019_kundenloyalitaet_entsteht_durch_sales_experience.md,03_knowledge_base/assumptions/A-0019_kundenloyalitaet_entsteht_durch_sales_experience.md,"A-0019 — Kundenloyalität entsteht primär durch die Sales Experience, nicht durch Produkt oder Marke"
A-0020,A,A-0020_kunden_wollen_gelehrt_nicht_nur_befragt_werden.md,03_knowledge_base/assumptions/A-0020_kunden_wollen_gelehrt_nicht_nur_befragt_werden.md,"A-0020 — Kunden wollen gelehrt werden, nicht nur befragt"
A-0021,A,A-0021_konstruktive_spannung_ist_produktiv_in_b2b_verkauf.md,03_knowledge_base/assumptions/A-0021_konstruktive_spannung_ist_produktiv_in_b2b_verkauf.md,A-0021 — Konstruktive Spannung ist im B2B-Verkaufsgespräch produktiv und differenzierend
A-0022,A,A-0022_konsensbasierter_kauf_ist_strukturelle_realitaet_im_b2b.md,03_knowledge_base/assumptions/A-0022_konsensbasierter_kauf_ist_strukturelle_realitaet_im_b2b.md,A-0022 — Konsensbasierter Kauf ist strukturelle Realität im modernen B2B
A-0023,A,A-0023_vertriebsverhalten_ist_trainierbar_nicht_persoenlichkeitsgebunden.md,03_knowledge_base/assumptions/A-0023_vertriebsverhalten_ist_trainierbar_nicht_persoenlichkeitsgebunden.md,"A-0023 — Vertriebsverhalten ist trainierbar, nicht persönlichkeitsgebunden"
A-0024,A,A-0024_gap_als_notwendige_kaufvoraussetzung.md,03_knowledge_base/assumptions/A-0024_gap_als_notwendige_kaufvoraussetzung.md,A-0024 — Gap als notwendige Kaufvoraussetzung
A-0025,A,A-0025_budget_ist_funktion_der_gap_groesse.md,03_knowledge_base/assumptions/A-0025_budget_ist_funktion_der_gap_groesse.md,"A-0025 — Budget ist eine Funktion der Gap-Größe, nicht ein fixer Constraint"
A-0026,A,A-0026_business_impact_treibt_kaufentscheidungen.md,03_knowledge_base/assumptions/A-0026_business_impact_treibt_kaufentscheidungen.md,A-0026 — Business Impact (nicht technische Spezifikationen) treibt Kaufentscheidungen
A-0027,A,A-0027_cost_of_inaction_als_primaeres_kaufargument.md,03_knowledge_base/assumptions/A-0027_cost_of_inaction_als_primaeres_kaufargument.md,A-0027 — Cost of Inaction (COI): Kosten des Nicht-Handelns als stärkstes Kaufargument
A-0028,A,A-0028_intrinsische_motivation_als_emotionaler_kaufkern.md,03_knowledge_base/assumptions/A-0028_intrinsische_motivation_als_emotionaler_kaufkern.md,"A-0028 — Intrinsische Motivation (""The Why"") ist der emotionale Kern der Kaufentscheidung"
A-0029,A,A-0029_expertise_credibility_als_discovery_gate.md,03_knowledge_base/assumptions/A-0029_expertise_credibility_als_discovery_gate.md,A-0029 — Expertise-Credibility als Discovery-Gate: Ohne Vertrauen keine Offenbarung
A-0030,A,A-0030_kundenunentschlossenheit_ist_eigenstaendiges_problem.md,03_knowledge_base/assumptions/A-0030_kundenunentschlossenheit_ist_eigenstaendiges_problem.md,"A-0030 — Kundenunentschlossenheit ist ein eigenständiges Problem, das von Status-quo-Bias verschieden ist"
A-0031,A,A-0031_fomu_ist_primaerer_treiber_nach_statusquo_ueberwmdung.md,03_knowledge_base/assumptions/A-0031_fomu_ist_primaerer_treiber_nach_statusquo_ueberwmdung.md,A-0031 — FOMU (Fear of Messing Up) ist der primäre Treiber der Unentschlossenheit nach Status-quo-Überwindung
A-0032,A,A-0032_optionsvielfalt_verschlechtert_kaufentscheidungen.md,03_knowledge_base/assumptions/A-0032_optionsvielfalt_verschlechtert_kaufentscheidungen.md,A-0032 — Mehr Kaufoptionen verschlechtern die Kaufentscheidungsqualität und -wahrscheinlichkeit
A-0033,A,A-0033_fud_ist_kontraproduktiv_bei_fomu.md,03_knowledge_base/assumptions/A-0033_fud_ist_kontraproduktiv_bei_fomu.md,A-0033 — FUD-Taktiken sind bei Kunden mit FOMU kontraproduktiv
A-0034,A,A-0034_informationsueberwältigung_erhoht_wert_des_trusted_guide.md,03_knowledge_base/assumptions/A-0034_informationsueberwältigung_erhoht_wert_des_trusted_guide.md,A-0034 — Informationsüberwältigung erhöht den Wert menschlicher Vertrauensführung
A-0035,A,A-0035_jolt_faehigkeiten_sind_trainierbar.md,03_knowledge_base/assumptions/A-0035_jolt_faehigkeiten_sind_trainierbar.md,A-0035 — JOLT-Fähigkeiten sind beobachtbar und lernbar (nicht persönlichkeitsgebunden)
A-0036,A,A-0036_positionen_und_interessen_sind_verschieden.md,03_knowledge_base/assumptions/A-0036_positionen_und_interessen_sind_verschieden.md,A-0036 — Positionen und Interessen sind strukturell verschieden und müssen getrennt behandelt werden
A-0037,A,A-0037_beziehung_und_inhalt_muessen_getrennt_werden.md,03_knowledge_base/assumptions/A-0037_beziehung_und_inhalt_muessen_getrennt_werden.md,A-0037 — Beziehungs- und Inhaltsebene müssen in Verhandlungen explizit getrennt werden
A-0038,A,A-0038_batna_schuetzt_vor_ueber_und_unter_einigung.md,03_knowledge_base/assumptions/A-0038_batna_schuetzt_vor_ueber_und_unter_einigung.md,A-0038 — BATNA schützt vor schlechten Einigungen und vor Nicht-Einigungen
A-0039,A,A-0039_principled_negotiation_uebertrifft_positionelles_feilschen.md,03_knowledge_base/assumptions/A-0039_principled_negotiation_uebertrifft_positionelles_feilschen.md,A-0039 — Principled Negotiation produziert bessere Ergebnisse als positionelles Feilschen für beide Seiten
A-0040,A,A-0040_frame_before_message_equals_message.md,03_knowledge_base/assumptions/A-0040_frame_before_message_equals_message.md,A-0040 — Annahme: Der psychologische Rahmen VOR einer Botschaft kann gleich oder mehr Gewicht tragen als die Botschaft selbst
A-0041,A,A-0041_presuasion_effects_temporary_without_commitment.md,03_knowledge_base/assumptions/A-0041_presuasion_effects_temporary_without_commitment.md,A-0041 — Annahme: Pre-Suasion-Effekte sind temporär und ohne Commitment-Lock nicht dauerhaft
A-0042,A,A-0042_shared_identity_categorically_different_from_similarity.md,03_knowledge_base/assumptions/A-0042_shared_identity_categorically_different_from_similarity.md,"A-0042 — Annahme: Geteilte Identität (""of us"") ist kategorial verschieden von bloßer Ähnlichkeit (""like us"")"
A-0043,A,A-0043_unrecognized_priming_is_more_effective.md,03_knowledge_base/assumptions/A-0043_unrecognized_priming_is_more_effective.md,"A-0043 — Annahme: Pre-Suasion wirkt am stärksten, wenn der Empfänger den Einflussversuch nicht erkennt"
A-0044,A,A-0044_ehrlichkeit_effektiver_als_taeuschung.md,03_knowledge_base/assumptions/A-0044_ehrlichkeit_effektiver_als_taeuschung.md,A-0044 — Annahme: Ehrlichkeit und Transparenz sind unter Informationsparität effektiver als Täuschung
A-0045,A,A-0045_prosozialmotivation_uebertrifft_eigennutz.md,03_knowledge_base/assumptions/A-0045_prosozialmotivation_uebertrifft_eigennutz.md,A-0045 — Annahme: Prosozialmotivation ist nachhaltiger und stärker als Eigennutzmotivation für Verkäufer
A-0046,A,A-0046_improvisationsskills_erlernbar_transferierbar.md,03_knowledge_base/assumptions/A-0046_improvisationsskills_erlernbar_transferierbar.md,A-0046 — Annahme: Improvisationsfähigkeiten sind erlernbar und auf Verkaufsgespräche übertragbar
A-0047,A,A-0047_kaufentscheidungen_primaer_system1.md,03_knowledge_base/assumptions/A-0047_kaufentscheidungen_primaer_system1.md,A-0047 — Annahme: Kaufentscheidungen sind primär System-1-Prozesse; rationale Kalkulation ist sekundär
A-0048,A,A-0048_anker_sollten_proaktiv_gesetzt_werden.md,03_knowledge_base/assumptions/A-0048_anker_sollten_proaktiv_gesetzt_werden.md,A-0048 — Annahme: Anker im Verkaufsgespräch sollten proaktiv gesetzt werden — passives Warten überlässt den Frame dem Käufer
A-0049,A,A-0049_emotionale_zustaende_uebertragen_sich_unwillkuerlich.md,03_knowledge_base/assumptions/A-0049_emotionale_zustaende_uebertragen_sich_unwillkuerlich.md,A-0049 — Emotionale Zustände übertragen sich unwillkürlich zwischen Interaktionspartnern
A-0050,A,A-0050_null_preis_wird_kategorial_anders_verarbeitet.md,03_knowledge_base/assumptions/A-0050_null_preis_wird_kategorial_anders_verarbeitet.md,A-0050 — Ein Preis von Null wird kategorial anders verarbeitet als jeder positive Preis
A-0051,A,A-0051_marktnormen_verdraengen_sozialnormen_irreversibel.md,03_knowledge_base/assumptions/A-0051_marktnormen_verdraengen_sozialnormen_irreversibel.md,A-0051 — Einmal aktivierte Marktnormen verdrängen soziale Normen dauerhaft und irreversibel
A-0052,A,A-0052_preis_wirkt_kausal_nicht_nur_korrelativ_auf_erlebte_wirkung.md,03_knowledge_base/assumptions/A-0052_preis_wirkt_kausal_nicht_nur_korrelativ_auf_erlebte_wirkung.md,"A-0052 — Preis beeinflusst kausal die tatsächlich erlebte Wirkung eines Produkts, nicht nur dessen Bewertung"
A-0053,A,A-0053_optionsverlust_angst_unabhaengig_von_besitz_und_ueberlastung.md,03_knowledge_base/assumptions/A-0053_optionsverlust_angst_unabhaengig_von_besitz_und_ueberlastung.md,"A-0053 — Angst vor dem Verlust einer noch nicht genutzten Option ist ein eigenständiger, von Besitz und Optionsüberlastung unabhängiger Verzerrungsfaktor"
A-0054,A,A-0054_commitment_verzoegerung_plus_verlustvermeidung_wirkt_kombiniert_staerker.md,03_knowledge_base/assumptions/A-0054_commitment_verzoegerung_plus_verlustvermeidung_wirkt_kombiniert_staerker.md,A-0054 — Verzögertes Commitment kombiniert mit Verlustvermeidungs-Rahmung erhöht Verhaltensänderung stärker als sofortige Einzelintervention
A-0055,A,A-0055_aktiv_erhoehte_reibung_wirkt_trotz_vorhandener_handlungsabsicht.md,03_knowledge_base/assumptions/A-0055_aktiv_erhoehte_reibung_wirkt_trotz_vorhandener_handlungsabsicht.md,"A-0055 — Aktiv erhöhte Transaktionsreibung verhindert erwünschtes Verhalten auch bei vorhandener, expliziter Handlungsabsicht"
A-0056,A,A-0056_fairness_normverletzung_motiviert_kostenpflichtige_bestrafung.md,03_knowledge_base/assumptions/A-0056_fairness_normverletzung_motiviert_kostenpflichtige_bestrafung.md,A-0056 — Fairness-Normverletzung motiviert kostenpflichtige Bestrafung unabhängig von Verlustaversion
A-0057,A,A-0057_wissen_nicht_bewusst_entlernbar.md,03_knowledge_base/assumptions/A-0057_wissen_nicht_bewusst_entlernbar.md,A-0057 — Einmal erworbenes Wissen ist nicht bewusst abkoppelbar von der eigenen Perspektivübernahme
A-0058,A,A-0058_transportation_unabhaengig_von_faktizitaet.md,03_knowledge_base/assumptions/A-0058_transportation_unabhaengig_von_faktizitaet.md,A-0058 — Narrative Transportation wirkt unabhängig von expliziter Fakt/Fiktion-Kennzeichnung
A-0059,A,A-0059_pruefbarkeit_durch_publikum_erhoeht_glaubwuerdigkeit.md,03_knowledge_base/assumptions/A-0059_pruefbarkeit_durch_publikum_erhoeht_glaubwuerdigkeit.md,A-0059 — Selbst-Überprüfbarkeit einer Behauptung durch das Publikum erhöht deren Glaubwürdigkeit stärker als reine Zusicherung
A-0060,A,A-0060_extrembeispiel_generalisiert_kompetenzeindruck.md,03_knowledge_base/assumptions/A-0060_extrembeispiel_generalisiert_kompetenzeindruck.md,A-0060 — Ein besonders anspruchsvolles Einzelbeispiel generalisiert Kompetenzeindruck auf ein gesamtes Feld
MEC-0001,MEC,MEC-0001_self_persuasion_through_verbalization.md,03_knowledge_base/mechanisms/MEC-0001_self_persuasion_through_verbalization.md,MEC-0001 — Selbstüberzeugung durch Verbalisierung
MEC-0002,MEC,MEC-0002_loss_aversion_and_status_quo_cost.md,03_knowledge_base/mechanisms/MEC-0002_loss_aversion_and_status_quo_cost.md,MEC-0002 — Verlustaversion und Kosten des Status quo
MEC-0003,MEC,MEC-0003_reactance_from_control_loss.md,03_knowledge_base/mechanisms/MEC-0003_reactance_from_control_loss.md,MEC-0003 — Reaktanz durch Kontrollverlust
MEC-0004,MEC,MEC-0004_cognitive_consistency_explicit_need.md,03_knowledge_base/mechanisms/MEC-0004_cognitive_consistency_explicit_need.md,MEC-0004 — Kognitive Konsistenz durch explizite Bedarfsartikulierung
MEC-0005,MEC,MEC-0005_reciprocation_obligation.md,03_knowledge_base/mechanisms/MEC-0005_reciprocation_obligation.md,MEC-0005 — Reziprozitätspflicht
MEC-0006,MEC,MEC-0006_social_proof_correctness_signal.md,03_knowledge_base/mechanisms/MEC-0006_social_proof_correctness_signal.md,MEC-0006 — Soziale Bewährtheit als Korrektheitssignal unter Unsicherheit
MEC-0007,MEC,MEC-0007_liking_transfer_to_product_judgment.md,03_knowledge_base/mechanisms/MEC-0007_liking_transfer_to_product_judgment.md,MEC-0007 — Sympathieübertragung auf Produkt- und Empfehlungsurteile
MEC-0008,MEC,MEC-0008_authority_automatic_deference.md,03_knowledge_base/mechanisms/MEC-0008_authority_automatic_deference.md,MEC-0008 — Autorität als automatischer Compliance-Auslöser
MEC-0009,MEC,MEC-0009_perceptual_contrast.md,03_knowledge_base/mechanisms/MEC-0009_perceptual_contrast.md,MEC-0009 — Perzeptueller Kontrast
MEC-0010,MEC,MEC-0010_amygdala_regulation_durch_labeling.md,03_knowledge_base/mechanisms/MEC-0010_amygdala_regulation_durch_labeling.md,MEC-0010 — Amygdala-Regulation durch affektives Labeling
MEC-0011,MEC,MEC-0011_neural_coupling_durch_isopraxismus.md,03_knowledge_base/mechanisms/MEC-0011_neural_coupling_durch_isopraxismus.md,MEC-0011 — Neural Coupling durch Isopraxismus (Spiegelungseffekt)
MEC-0012,MEC,MEC-0012_dual_process_system1_zu_system2.md,03_knowledge_base/mechanisms/MEC-0012_dual_process_system1_zu_system2.md,MEC-0012 — Dual-Process-Steuerung: System 1 → System 2 Framing
MEC-0013,MEC,MEC-0013_insight_disruption_durch_reframing.md,03_knowledge_base/mechanisms/MEC-0013_insight_disruption_durch_reframing.md,MEC-0013 — Insight-Disruption durch Reframing
MEC-0014,MEC,MEC-0014_konsens_als_kaufsicherheit_in_gruppen.md,03_knowledge_base/mechanisms/MEC-0014_konsens_als_kaufsicherheit_in_gruppen.md,MEC-0014 — Konsens als Kaufsicherheit in Gruppenentscheidungen
MEC-0015,MEC,MEC-0015_kognitive_ueberlastung_durch_feature_overload.md,03_knowledge_base/mechanisms/MEC-0015_kognitive_ueberlastung_durch_feature_overload.md,MEC-0015 — Kognitive Überlastung durch Informations- und Optionsüberflut
MEC-0016,MEC,MEC-0016_fomu_entscheidungsangst_durch_fehlerrisiko.md,03_knowledge_base/mechanisms/MEC-0016_fomu_entscheidungsangst_durch_fehlerrisiko.md,MEC-0016 — FOMU: Entscheidungsangst durch Fehlerrisiko (Antizipatorische Reue)
MEC-0017,MEC,MEC-0017_positions_interessen_divergenz.md,03_knowledge_base/mechanisms/MEC-0017_positions_interessen_divergenz.md,MEC-0017 — Positions-Interessen-Divergenz: Positionelles Framing als kognitive Engführung
MEC-0018,MEC,MEC-0018_pre_suasion_attentionale_vorbereitung.md,03_knowledge_base/mechanisms/MEC-0018_pre_suasion_attentionale_vorbereitung.md,MEC-0018 — Pre-Suasion: Attentionale Vorbereitung vor der Botschaft
MEC-0019,MEC,MEC-0019_unity_we_identity_compliance.md,03_knowledge_base/mechanisms/MEC-0019_unity_we_identity_compliance.md,MEC-0019 — Unity / We-Identity: Geteilte Gruppenidentität als Compliance-Auslöser
MEC-0020,MEC,MEC-0020_perspektivuebernahme_asymmetrie_macht.md,03_knowledge_base/mechanisms/MEC-0020_perspektivuebernahme_asymmetrie_macht.md,MEC-0020 — Perspektivübernahme-Asymmetrie durch Macht (Galinsky E-Test-Mechanismus)
MEC-0021,MEC,MEC-0021_anchoring_mechanismus.md,03_knowledge_base/mechanisms/MEC-0021_anchoring_mechanismus.md,MEC-0021 — Anchoring-Mechanismus: Zwei kognitive Pfade erzeugen Zahlen-Verankerung
MEC-0022,MEC,MEC-0022_emotional_contagion_durch_facial_feedback.md,03_knowledge_base/mechanisms/MEC-0022_emotional_contagion_durch_facial_feedback.md,MEC-0022 — Emotional Contagion durch unbewusste Facial-/Motor-Mimikry
MEC-0023,MEC,MEC-0023_zero_preis_effekt.md,03_knowledge_base/mechanisms/MEC-0023_zero_preis_effekt.md,"MEC-0023 — Zero-Preis-Effekt: Kategoriale Sonderverarbeitung von ""Kostenlos"""
MEC-0024,MEC,MEC-0024_sludge_kuenstliche_reibung.md,03_knowledge_base/mechanisms/MEC-0024_sludge_kuenstliche_reibung.md,MEC-0024 — Sludge: Künstlich erhöhte Transaktionsreibung als Verhaltensblockade
MEC-0025,MEC,MEC-0025_fairness_verzicht_ultimatum.md,03_knowledge_base/mechanisms/MEC-0025_fairness_verzicht_ultimatum.md,MEC-0025 — Altruistische Bestrafung (Altruistic Punishment): Kostenpflichtige Bestrafung wahrgenommener Unfairness
MEC-0026,MEC,MEC-0026_curse_of_knowledge.md,03_knowledge_base/mechanisms/MEC-0026_curse_of_knowledge.md,MEC-0026 — Curse of Knowledge: Wissensbasierte Perspektivübernahme-Blockade
MEC-0027,MEC,MEC-0027_gap_theorie_neugier.md,03_knowledge_base/mechanisms/MEC-0027_gap_theorie_neugier.md,MEC-0027 — Gap-Theorie der Neugier: Wahrgenommene Wissenslücke als aversive Spannung
MEC-0028,MEC,MEC-0028_konkretheits_encoding_velcro.md,03_knowledge_base/mechanisms/MEC-0028_konkretheits_encoding_velcro.md,MEC-0028 — Konkretheits-Encoding (Velcro-Theorie des Gedächtnisses)
MEC-0029,MEC,MEC-0029_narrative_transportation.md,03_knowledge_base/mechanisms/MEC-0029_narrative_transportation.md,MEC-0029 — Narrative Transportation: Immersive Simulation durch Geschichten
MEC-0030,MEC,MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,03_knowledge_base/mechanisms/MEC-0030_vertrauensbildung_aus_wahrgenommener_vertrauenswuerdigkeit.md,MEC-0030 — Vertrauensbildung aus wahrgenommener Vertrauenswürdigkeit
MOD-0001,MOD,MOD-0001_SPIN_Selling.md,03_knowledge_base/models/MOD-0001_SPIN_Selling.md,MOD-0001 — SPIN Selling
MOD-0002,MOD,MOD-0002_cialdini_six_principles.md,03_knowledge_base/models/MOD-0002_cialdini_six_principles.md,MOD-0002 — Cialdini's Sechs-Prinzipien-Modell der Compliance
MOD-0003,MOD,MOD-0003_bcsm_voss_verhandlungssystem.md,03_knowledge_base/models/MOD-0003_bcsm_voss_verhandlungssystem.md,MOD-0003 — BCSM + Voss Verhandlungssystem
MOD-0004,MOD,MOD-0004_challenger_sale_ttc_modell.md,03_knowledge_base/models/MOD-0004_challenger_sale_ttc_modell.md,MOD-0004 — Challenger Sale TTC-Modell
MOD-0005,MOD,MOD-0005_gap_selling_modell.md,03_knowledge_base/models/MOD-0005_gap_selling_modell.md,MOD-0005 — Gap Selling Modell
MOD-0006,MOD,MOD-0006_jolt_modell.md,03_knowledge_base/models/MOD-0006_jolt_modell.md,MOD-0006 — JOLT-Modell: Vier-Elemente-System zur Überwindung von Kundenunentschlossenheit
MOD-0007,MOD,MOD-0007_principled_negotiation.md,03_knowledge_base/models/MOD-0007_principled_negotiation.md,MOD-0007 — Principled Negotiation: Das Harvard-Verhandlungsmodell
MOD-0008,MOD,MOD-0008_pre_suasion_modell.md,03_knowledge_base/models/MOD-0008_pre_suasion_modell.md,MOD-0008 — Pre-Suasion-Modell: Zeitliche Struktur der Überzeugung
MOD-0009,MOD,MOD-0009_pink_abc_modell.md,03_knowledge_base/models/MOD-0009_pink_abc_modell.md,"MOD-0009 — Pink's ABCs of Selling: Attunement, Buoyancy, Clarity + Pitch, Improvise, Serve"
MOD-0010,MOD,MOD-0010_kahneman_kognitive_bias_karte.md,03_knowledge_base/models/MOD-0010_kahneman_kognitive_bias_karte.md,MOD-0010 — Kahnemans Kognitive Bias-Landkarte für Kaufentscheidungen
MOD-0011,MOD,MOD-0011_choice_architecture_modell.md,03_knowledge_base/models/MOD-0011_choice_architecture_modell.md,MOD-0011 — Choice Architecture: Wahlarchitektur als eigenständiges Entscheidungsdesign-Framework
MOD-0012,MOD,MOD-0012_success_framework.md,03_knowledge_base/models/MOD-0012_success_framework.md,MOD-0012 — SUCCESS-Framework: Sechs-Komponenten-Checkliste für haftende Botschaften
P-0001,P,P-0001_self_verbalized_insight.md,03_knowledge_base/principles/P-0001_self_verbalized_insight.md,P-0001 — Selbstformulierte Erkenntnis
P-0002,P,P-0002_solution_value_follows_problem_weight.md,03_knowledge_base/principles/P-0002_solution_value_follows_problem_weight.md,P-0002 — Lösungswert folgt Problemgewicht
P-0003,P,P-0003_technique_context_dependency.md,03_knowledge_base/principles/P-0003_technique_context_dependency.md,P-0003 — Kontextgebundenheit von Verkaufstechniken
P-0004,P,P-0004_need_development.md,03_knowledge_base/principles/P-0004_need_development.md,P-0004 — Need Development: Impliziten Bedarf in expliziten Bedarf entwickeln
P-0005,P,P-0005_benefit_need_linkage.md,03_knowledge_base/principles/P-0005_benefit_need_linkage.md,"P-0005 — Benefit-Need-Linkage: Nutzen ist nur wirksam, wenn er an explizite Bedarfe geknüpft ist"
P-0006,P,P-0006_objection_prevention.md,03_knowledge_base/principles/P-0006_objection_prevention.md,P-0006 — Einwandprävention: Einwände entstehen häufig durch verfrühte Lösungspräsentation
P-0007,P,P-0007_commitment_securing.md,03_knowledge_base/principles/P-0007_commitment_securing.md,P-0007 — Verpflichtungssicherung: Strukturierter Commitment-Prozess statt Abschlusstechnik
P-0008,P,P-0008_trigger_design_meta_principle.md,03_knowledge_base/principles/P-0008_trigger_design_meta_principle.md,P-0008 — Trigger-Design-Primat
P-0009,P,P-0009_vorab_leistung_reziprozitaet.md,03_knowledge_base/principles/P-0009_vorab_leistung_reziprozitaet.md,P-0009 — Vorab-Leistung als Compliance-Instrument
P-0010,P,P-0010_commitment_sequenzierung.md,03_knowledge_base/principles/P-0010_commitment_sequenzierung.md,P-0010 — Commitment-Sequenzierung
P-0011,P,P-0011_soziale_beweise_bedingungen.md,03_knowledge_base/principles/P-0011_soziale_beweise_bedingungen.md,P-0011 — Soziale Beweise: Wirksamkeit hängt von Unsicherheit und Referenzgruppen-Ähnlichkeit ab
P-0012,P,P-0012_rapport_als_kaufpraediktor.md,03_knowledge_base/principles/P-0012_rapport_als_kaufpraediktor.md,P-0012 — Rapport als kaufentscheidender Faktor
P-0013,P,P-0013_autoritaet_durch_positionierung.md,03_knowledge_base/principles/P-0013_autoritaet_durch_positionierung.md,"P-0013 — Autorität durch Positionierung, nicht Substanz-Nachweis"
P-0014,P,P-0014_referenzrahmen_kontrolle.md,03_knowledge_base/principles/P-0014_referenzrahmen_kontrolle.md,P-0014 — Referenzrahmen-Kontrolle ist Wert-Kontrolle
P-0015,P,P-0015_knappheit_zwei_kanaele.md,03_knowledge_base/principles/P-0015_knappheit_zwei_kanaele.md,P-0015 — Knappheit und Zeitdruck: Zwei unabhängige Kanäle für Dringlichkeit
P-0016,P,P-0016_tactical_empathy_emotionale_regulation.md,03_knowledge_base/principles/P-0016_tactical_empathy_emotionale_regulation.md,P-0016 — Tactical Empathy: Emotionale Regulation als Verhandlungsprimär
P-0017,P,P-0017_autonomie_illusion_durch_fragen.md,03_knowledge_base/principles/P-0017_autonomie_illusion_durch_fragen.md,P-0017 — Autonomie-Illusion: Steuern durch Fragen statt durch Aussagen
P-0018,P,P-0018_loss_framing_vor_gain_framing.md,03_knowledge_base/principles/P-0018_loss_framing_vor_gain_framing.md,P-0018 — Loss Framing vor Gain Framing in Verhandlungen
P-0019,P,P-0019_commitment_verifikation.md,03_knowledge_base/principles/P-0019_commitment_verifikation.md,P-0019 — Commitment-Verifikation als eigenständige Verhandlungsphase
